OBJECTID,CNN,STREETNAME,FROM_ST,TO_ST,FACILITY_T,DIRECT,SURFACE_TR,BARRIER,NOTES,DIR,DOUBLE,FY,QTR,STREET_,LENGTH,NUMBER_,INSTALL_YR,INSTALL_MO,UPDATE_YR,UPDATE_MO,GLOBALID,SYMBOLOGY,SHARROW,BUFFERED,RAISED,CONTRAFLOW,GREENWAVE,BIAP,SM_SWEEPER,shape
3226,0,BATTERY EAST TRAIL,COASTAL TRAIL,,CLASS I,2W,,,PRESIDIO,E,1,,,Battery East Trail,0.07099271,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.47635 37.808327, -122.47603 37.80853, -122.47599 37.808556, -122.47594 37.808582, -122.475876 37.8086, -122.47582 37.808617, -122.47576 37.808628, -122.4757 37.80863, -122.47564 37.80863, -122.47558 37.808624, -122.475525 37.80861, -122.47548 37.808594, -122.47543 37.80857, -122.475395 37.808544, -122.475365 37.808517, -122.475334 37.808483, -122.47531 37.80845, -122.475296 37.80841)"
1101,0,BATTERY EAST TRAIL,COASTAL TRAIL,,CLASS I,2W,,,PRESIDIO,N,0,,,Battery East Trail,0.01998919,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.47528 37.808125, -122.47531 37.80838, -122.4753 37.808388, -122.4753 37.808395, -122.4753 37.8084, -122.4753 37.808407, -122.475296 37.80841)"
3092,0,BATTERY EAST TRAIL,COASTAL TRAIL,,CLASS I,2W,,,PRESIDIO,N,0,,,Battery East Trail,0.00933443,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.47528 37.808125, -122.47516 37.808224)"
5125,0,BATTERY EAST TRAIL,,,CLASS I,2W,,,PRESIDIO,N,1,,,Battery East Trail,0.01519275,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.475296 37.80841, -122.47528 37.80837, -122.47526 37.80833, -122.475235 37.808292, -122.475204 37.808254, -122.47518 37.80824, -122.47516 37.808224)"
1573,0,BATTERY EAST TRAIL,COASTAL TRAIL,,CLASS I,2W,,,PRESIDIO,S,1,,,Battery East Trail,0.01998919,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.47528 37.808125, -122.47531 37.80838, -122.4753 37.808388, -122.4753 37.808395, -122.4753 37.8084, -122.4753 37.808407, -122.475296 37.80841)"
562,0,BATTERY EAST TRAIL,,,CLASS I,2W,,,PRESIDIO,N,1,,,Battery East Trail,0.14343408,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.47516 37.808224, -122.47511 37.80821, -122.47506 37.808197, -122.475 37.808193, -122.47479 37.80818, -122.47475 37.808178, -122.47471 37.80817, -122.47466 37.80816, -122.47449 37.808105, -122.47432 37.808056, -122.47397 37.80797, -122.47388 37.807938, -122.473785 37.8079, -122.473694 37.807858, -122.473595 37.807808, -122.4735 37.80776, -122.47341 37.80771, -122.4733 37.80762, -122.47319 37.807533, -122.47309 37.807446, -122.4729 37.807297)"
4179,0,BATTERY EAST TRAIL,COASTAL TRAIL,,CLASS I,2W,,,PRESIDIO,W,0,,,Battery East Trail,0.07099271,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.47635 37.808327, -122.47603 37.80853, -122.47599 37.808556, -122.47594 37.808582, -122.475876 37.8086, -122.47582 37.808617, -122.47576 37.808628, -122.4757 37.80863, -122.47564 37.80863, -122.47558 37.808624, -122.475525 37.80861, -122.47548 37.808594, -122.47543 37.80857, -122.475395 37.808544, -122.475365 37.808517, -122.475334 37.808483, -122.47531 37.80845, -122.475296 37.80841)"
814,2767000,BATTERY ST,UNION,FILBERT,CLASS II,1W,,,,S,1,,,Battery St,0.06484316,,2019,8,,,,BIKE LANE,0,YES,NO,NO,NO,NO,NO,"LINESTRING (-122.4016 37.801376, -122.40178 37.802307)"
1453,2757000,BATTERY ST,COMMERCIAL ST,CLAY ST,CLASS III,1W,,,,S,0,0,0,Battery St,0.03060028,11,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40022 37.79457, -122.400314 37.79501)"
1394,2756000,BATTERY ST,SACRAMENTO ST,COMMERCIAL ST,CLASS III,1W,,,,S,0,0,0,Battery St,0.03081684,11,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40014 37.79413, -122.40022 37.79457)"
1529,2754000,BATTERY ST,CALIFORNIA ST,HALLECK ST,CLASS III,1W,,,,S,0,0,0,Battery St,0.03385505,11,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.39995 37.793205, -122.40005 37.79369)"
1703,2751000,BATTERY ST,BUSH ST,MARKET ST,CLASS I,1W,KHAKI PAINT,SAFE-HIT POSTS,Street closed off to cars,S,0,0,0,Battery St,0.0404702,11,2010,0,2020,1,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.39956 37.79132, -122.39947 37.79074)"
731,2764000,BATTERY ST,VALLEJO,GREEN,CLASS II,1W,GREEN-BACKED SHARROWS,,,S,1,,,Battery St,0.06476346,,2019,8,,,,BIKE LANE,1,YES,NO,NO,NO,NO,NO,"LINESTRING (-122.40123 37.799526, -122.40141 37.800453)"
730,2769000,BATTERY ST,GREENWICH,THE EMBARCADERO,CLASS IV,1W,GREEN PAINT,PARKING; SAFE-HIT POSTS,,S,1,,,Battery St,0.06016497,,2019,8,,,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40197 37.803234, -122.4021 37.803875, -122.40196 37.804066)"
822,2765000,BATTERY ST,JOHN MAHER,GREEN,CLASS II,1W,,,,S,1,,,Battery St,0.032172,,2019,8,,,,BIKE LANE,0,YES,NO,NO,NO,NO,NO,"LINESTRING (-122.40141 37.800453, -122.401505 37.800915)"
1019,2753000,BATTERY ST,PINE ST,CALIFORNIA ST,CLASS III,1W,,,,S,0,0,0,Battery St,0.06646498,11,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.39975 37.79225, -122.39995 37.793205)"
853,2768000,BATTERY ST,FILBERT,GREENWICH,CLASS II,1W,,,,S,1,,,Battery St,0.06488463,,2019,8,,,,BIKE LANE,0,YES,NO,NO,NO,NO,NO,"LINESTRING (-122.40178 37.802307, -122.40197 37.803234)"
2484,2752000,BATTERY ST,BUSH ST,PINE ST,CLASS III,1W,,,,S,0,0,0,Battery St,0.06508562,11,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.39956 37.79132, -122.39975 37.79225)"
1306,2755000,BATTERY ST,HALLECK ST,SACRAMENTO ST,CLASS III,1W,,,,S,0,0,0,Battery St,0.03079165,11,2010,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40005 37.79369, -122.40014 37.79413)"
841,2766000,BATTERY ST,UNION,JOHN MAHER,CLASS II,1W,,,,S,1,,,Battery St,0.03227209,,2019,8,,,,BIKE LANE,0,YES,NO,NO,NO,NO,NO,"LINESTRING (-122.401505 37.800915, -122.4016 37.801376)"
2556,0,BAY AREA RIDGE TRAIL,WASHINGTON BLVD,ARGUELLO BLVD,CLASS I,2W,,,PRESIDIO,S,1,,,Bay Area Ridge Trail,0.48870142,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45822 37.78992, -122.45821 37.789963, -122.458206 37.789993, -122.458206 37.79, -122.458206 37.790012, -122.458206 37.790024, -122.45821 37.79003, -122.45822 37.79004, -122.45823 37.790047, -122.45824 37.790054, -122.45825 37.79006, -122.45826 37.790062, -122.4583 37.79008, -122.458336 37.790104, -122.45837 37.790127, -122.4584 37.790157, -122.458435 37.79022, -122.45847 37.79028, -122.4585 37.790344, -122.45872 37.79075, -122.45872 37.790756, -122.458725 37.79076, -122.458725 37.790764, -122.45873 37.790768, -122.45874 37.79077, -122.45875 37.79077, -122.458755 37.79077, -122.45876 37.79077, -122.45877 37.79077, -122.45892 37.790745, -122.45892 37.790745, -122.45893 37.790745, -122.45893 37.79075, -122.45894 37.79075, -122.45895 37.79075, -122.45895 37.790752, -122.458954 37.790756, -122.458954 37.79076, -122.458954 37.790764, -122.459015 37.790886, -122.45905 37.790916, -122.45909 37.790947, -122.45913 37.79097, -122.45942 37.791134, -122.45954 37.791206, -122.45965 37.791283, -122.45975 37.791363, -122.46013 37.791714, -122.460335 37.791885, -122.46038 37.791912, -122.460434 37.791935, -122.46064 37.79203, -122.460655 37.792034, -122.46067 37.792038, -122.460686 37.79204, -122.4607 37.79204, -122.46132 37.792076, -122.46134 37.79208, -122.461365 37.792088, -122.46139 37.7921, -122.461586 37.79218, -122.46159 37.792187, -122.46161 37.7922, -122.46162 37.792206, -122.461624 37.792217, -122.461815 37.792442, -122.46184 37.792465, -122.46187 37.792484, -122.4623 37.792797, -122.462326 37.792812, -122.46234 37.792828, -122.46236 37.792847, -122.462524 37.79303, -122.462715 37.793236, -122.46272 37.793247, -122.46273 37.79326, -122.46273 37.793266, -122.46274 37.793278, -122.46273 37.79329, -122.46272 37.793476, -122.4627 37.793827, -122.4627 37.79384, -122.4627 37.79385, -122.46271 37.79386, -122.46271 37.79387, -122.462715 37.79388, -122.4628 37.79401, -122.4628 37.794018, -122.4628 37.794025, -122.4628 37.79403, -122.4628 37.794037, -122.4628 37.794044, -122.46272 37.794277, -122.46272 37.794285, -122.46272 37.794292, -122.46272 37.7943, -122.46272 37.794304, -122.46272 37.79431, -122.4628 37.794495, -122.46281 37.794502, -122.462814 37.79451, -122.46282 37.794518, -122.46283 37.794525, -122.462845 37.79453, -122.46311 37.79464, -122.46312 37.794643, -122.46313 37.794647, -122.463135 37.794647, -122.46327 37.794655, -122.46329 37.794655, -122.4633 37.79466, -122.46331 37.794662, -122.463326 37.794666, -122.46339 37.794697, -122.46339 37.7947, -122.463394 37.7947, -122.463394 37.794704, -122.4634 37.79471, -122.4634 37.794712, -122.4634 37.794712, -122.4634 37.794716, -122.46341 37.79475)"
2181,0,BAY AREA RIDGE TRAIL,AMATURY LOOP,WASHINGTON BLVD,CLASS I,2W,,,PRESIDIO,N,0,,,Bay Area Ridge Trail,0.14997179,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.469025 37.79556, -122.46883 37.79564, -122.46862 37.79571, -122.468414 37.79578, -122.46769 37.795982, -122.4673 37.796093, -122.467255 37.796116, -122.46722 37.79614, -122.46718 37.79617, -122.46714 37.7962, -122.467094 37.79624, -122.46705 37.79628, -122.46701 37.796307, -122.46698 37.796333, -122.46696 37.796368, -122.466934 37.796402, -122.46692 37.796448, -122.4669 37.796494, -122.4669 37.7965, -122.466896 37.79651, -122.466896 37.796513, -122.46689 37.79652, -122.46688 37.796524, -122.46687 37.796528, -122.46686 37.79653, -122.46685 37.796535, -122.46683 37.796528, -122.466805 37.79652, -122.46679 37.796505, -122.466774 37.796494, -122.46676 37.79649, -122.46675 37.796486, -122.46674 37.796486, -122.46673 37.796486, -122.46672 37.79649)"
5122,0,BAY AREA RIDGE TRAIL,CENTRAL MAGAZINE RD,PARK BLVD,CLASS I,2W,,,PRESIDIO,E,0,,,Bay Area Ridge Trail,0.52258855,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.475975 37.797363, -122.47606 37.79717, -122.47606 37.797165, -122.47606 37.79716, -122.47606 37.797157, -122.47606 37.797153, -122.47605 37.79715, -122.47605 37.797146, -122.47604 37.797142, -122.47604 37.797142, -122.476036 37.79714, -122.475975 37.797123, -122.475914 37.79711, -122.475845 37.797104, -122.47572 37.797096, -122.4756 37.79708, -122.47549 37.79705, -122.47537 37.797016, -122.47535 37.797005, -122.475334 37.796993, -122.47531 37.796978, -122.47518 37.79686, -122.475174 37.796852, -122.47517 37.796844, -122.47517 37.796837, -122.47517 37.79683, -122.47516 37.79682, -122.475136 37.796467, -122.475136 37.796295, -122.475136 37.79612, -122.47514 37.79596, -122.47514 37.795956, -122.475136 37.795956, -122.475136 37.79595, -122.475136 37.79595, -122.47513 37.795948, -122.47513 37.795948, -122.47513 37.795948, -122.47512 37.795948, -122.47512 37.795948, -122.47489 37.79594, -122.474846 37.79594, -122.47481 37.795944, -122.474464 37.795963, -122.47427 37.79598, -122.47399 37.795982, -122.47371 37.79599, -122.47343 37.796, -122.47341 37.796, -122.473404 37.795998, -122.4734 37.795994, -122.47338 37.79599, -122.47319 37.795887, -122.47315 37.795856, -122.473114 37.79582, -122.47308 37.795776, -122.47301 37.795624, -122.473 37.79561, -122.47299 37.79559, -122.47299 37.79557, -122.47298 37.79535, -122.47298 37.79534, -122.47297 37.795334, -122.47297 37.795326, -122.47296 37.79532, -122.472786 37.795135, -122.47278 37.795128, -122.47277 37.795124, -122.47276 37.79512, -122.47275 37.79512, -122.47269 37.795105, -122.47267 37.7951, -122.47266 37.7951, -122.47264 37.795105, -122.47258 37.795113, -122.47251 37.795116, -122.47243 37.795124, -122.472336 37.79513, -122.472244 37.795147, -122.47219 37.79515, -122.472145 37.795155, -122.47211 37.795147, -122.47208 37.795135, -122.472046 37.79512, -122.47201 37.79509, -122.47197 37.79506, -122.47189 37.794994, -122.47185 37.79498, -122.47181 37.79497, -122.47176 37.794968, -122.47172 37.79497, -122.47168 37.794975, -122.47164 37.79499, -122.47145 37.795067, -122.47138 37.795094, -122.47131 37.795116, -122.471245 37.795135, -122.47114 37.79513, -122.47105 37.79513, -122.47102 37.79513, -122.471 37.79514, -122.47098 37.795147, -122.470955 37.79516, -122.47094 37.79517, -122.47088 37.79521, -122.47081 37.795246, -122.4706 37.795376, -122.47056 37.79539, -122.47052 37.795406, -122.470474 37.795414, -122.47012 37.79545, -122.46996 37.795467, -122.46987 37.795475, -122.46977 37.79548, -122.46971 37.795467, -122.46965 37.79545, -122.46959 37.795425, -122.46955 37.795418, -122.46951 37.795414, -122.469475 37.795414, -122.46944 37.795418, -122.469345 37.795437, -122.46925 37.795464, -122.46918 37.795494, -122.4691 37.795525, -122.469025 37.79556)"
3124,0,BAY AREA RIDGE TRAIL,CENTRAL MAGAZINE RD,PARK BLVD,CLASS I,2W,,,PRESIDIO,W,1,,,Bay Area Ridge Trail,0.52258855,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.475975 37.797363, -122.47606 37.79717, -122.47606 37.797165, -122.47606 37.79716, -122.47606 37.797157, -122.47606 37.797153, -122.47605 37.79715, -122.47605 37.797146, -122.47604 37.797142, -122.47604 37.797142, -122.476036 37.79714, -122.475975 37.797123, -122.475914 37.79711, -122.475845 37.797104, -122.47572 37.797096, -122.4756 37.79708, -122.47549 37.79705, -122.47537 37.797016, -122.47535 37.797005, -122.475334 37.796993, -122.47531 37.796978, -122.47518 37.79686, -122.475174 37.796852, -122.47517 37.796844, -122.47517 37.796837, -122.47517 37.79683, -122.47516 37.79682, -122.475136 37.796467, -122.475136 37.796295, -122.475136 37.79612, -122.47514 37.79596, -122.47514 37.795956, -122.475136 37.795956, -122.475136 37.79595, -122.475136 37.79595, -122.47513 37.795948, -122.47513 37.795948, -122.47513 37.795948, -122.47512 37.795948, -122.47512 37.795948, -122.47489 37.79594, -122.474846 37.79594, -122.47481 37.795944, -122.474464 37.795963, -122.47427 37.79598, -122.47399 37.795982, -122.47371 37.79599, -122.47343 37.796, -122.47341 37.796, -122.473404 37.795998, -122.4734 37.795994, -122.47338 37.79599, -122.47319 37.795887, -122.47315 37.795856, -122.473114 37.79582, -122.47308 37.795776, -122.47301 37.795624, -122.473 37.79561, -122.47299 37.79559, -122.47299 37.79557, -122.47298 37.79535, -122.47298 37.79534, -122.47297 37.795334, -122.47297 37.795326, -122.47296 37.79532, -122.472786 37.795135, -122.47278 37.795128, -122.47277 37.795124, -122.47276 37.79512, -122.47275 37.79512, -122.47269 37.795105, -122.47267 37.7951, -122.47266 37.7951, -122.47264 37.795105, -122.47258 37.795113, -122.47251 37.795116, -122.47243 37.795124, -122.472336 37.79513, -122.472244 37.795147, -122.47219 37.79515, -122.472145 37.795155, -122.47211 37.795147, -122.47208 37.795135, -122.472046 37.79512, -122.47201 37.79509, -122.47197 37.79506, -122.47189 37.794994, -122.47185 37.79498, -122.47181 37.79497, -122.47176 37.794968, -122.47172 37.79497, -122.47168 37.794975, -122.47164 37.79499, -122.47145 37.795067, -122.47138 37.795094, -122.47131 37.795116, -122.471245 37.795135, -122.47114 37.79513, -122.47105 37.79513, -122.47102 37.79513, -122.471 37.79514, -122.47098 37.795147, -122.470955 37.79516, -122.47094 37.79517, -122.47088 37.79521, -122.47081 37.795246, -122.4706 37.795376, -122.47056 37.79539, -122.47052 37.795406, -122.470474 37.795414, -122.47012 37.79545, -122.46996 37.795467, -122.46987 37.795475, -122.46977 37.79548, -122.46971 37.795467, -122.46965 37.79545, -122.46959 37.795425, -122.46955 37.795418, -122.46951 37.795414, -122.469475 37.795414, -122.46944 37.795418, -122.469345 37.795437, -122.46925 37.795464, -122.46918 37.795494, -122.4691 37.795525, -122.469025 37.79556)"
3172,0,BAY AREA RIDGE TRAIL,WASHINGTON BLVD,ARGUELLO BLVD,CLASS I,2W,,,PRESIDIO,N,0,,,Bay Area Ridge Trail,0.48870142,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.45822 37.78992, -122.45821 37.789963, -122.458206 37.789993, -122.458206 37.79, -122.458206 37.790012, -122.458206 37.790024, -122.45821 37.79003, -122.45822 37.79004, -122.45823 37.790047, -122.45824 37.790054, -122.45825 37.79006, -122.45826 37.790062, -122.4583 37.79008, -122.458336 37.790104, -122.45837 37.790127, -122.4584 37.790157, -122.458435 37.79022, -122.45847 37.79028, -122.4585 37.790344, -122.45872 37.79075, -122.45872 37.790756, -122.458725 37.79076, -122.458725 37.790764, -122.45873 37.790768, -122.45874 37.79077, -122.45875 37.79077, -122.458755 37.79077, -122.45876 37.79077, -122.45877 37.79077, -122.45892 37.790745, -122.45892 37.790745, -122.45893 37.790745, -122.45893 37.79075, -122.45894 37.79075, -122.45895 37.79075, -122.45895 37.790752, -122.458954 37.790756, -122.458954 37.79076, -122.458954 37.790764, -122.459015 37.790886, -122.45905 37.790916, -122.45909 37.790947, -122.45913 37.79097, -122.45942 37.791134, -122.45954 37.791206, -122.45965 37.791283, -122.45975 37.791363, -122.46013 37.791714, -122.460335 37.791885, -122.46038 37.791912, -122.460434 37.791935, -122.46064 37.79203, -122.460655 37.792034, -122.46067 37.792038, -122.460686 37.79204, -122.4607 37.79204, -122.46132 37.792076, -122.46134 37.79208, -122.461365 37.792088, -122.46139 37.7921, -122.461586 37.79218, -122.46159 37.792187, -122.46161 37.7922, -122.46162 37.792206, -122.461624 37.792217, -122.461815 37.792442, -122.46184 37.792465, -122.46187 37.792484, -122.4623 37.792797, -122.462326 37.792812, -122.46234 37.792828, -122.46236 37.792847, -122.462524 37.79303, -122.462715 37.793236, -122.46272 37.793247, -122.46273 37.79326, -122.46273 37.793266, -122.46274 37.793278, -122.46273 37.79329, -122.46272 37.793476, -122.4627 37.793827, -122.4627 37.79384, -122.4627 37.79385, -122.46271 37.79386, -122.46271 37.79387, -122.462715 37.79388, -122.4628 37.79401, -122.4628 37.794018, -122.4628 37.794025, -122.4628 37.79403, -122.4628 37.794037, -122.4628 37.794044, -122.46272 37.794277, -122.46272 37.794285, -122.46272 37.794292, -122.46272 37.7943, -122.46272 37.794304, -122.46272 37.79431, -122.4628 37.794495, -122.46281 37.794502, -122.462814 37.79451, -122.46282 37.794518, -122.46283 37.794525, -122.462845 37.79453, -122.46311 37.79464, -122.46312 37.794643, -122.46313 37.794647, -122.463135 37.794647, -122.46327 37.794655, -122.46329 37.794655, -122.4633 37.79466, -122.46331 37.794662, -122.463326 37.794666, -122.46339 37.794697, -122.46339 37.7947, -122.463394 37.7947, -122.463394 37.794704, -122.4634 37.79471, -122.4634 37.794712, -122.4634 37.794712, -122.4634 37.794716, -122.46341 37.79475)"
4619,0,BAY AREA RIDGE TRAIL,AMATURY LOOP,WASHINGTON BLVD,CLASS I,2W,,,PRESIDIO,N,1,,,Bay Area Ridge Trail,0.14997179,,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.469025 37.79556, -122.46883 37.79564, -122.46862 37.79571, -122.468414 37.79578, -122.46769 37.795982, -122.4673 37.796093, -122.467255 37.796116, -122.46722 37.79614, -122.46718 37.79617, -122.46714 37.7962, -122.467094 37.79624, -122.46705 37.79628, -122.46701 37.796307, -122.46698 37.796333, -122.46696 37.796368, -122.466934 37.796402, -122.46692 37.796448, -122.4669 37.796494, -122.4669 37.7965, -122.466896 37.79651, -122.466896 37.796513, -122.46689 37.79652, -122.46688 37.796524, -122.46687 37.796528, -122.46686 37.79653, -122.46685 37.796535, -122.46683 37.796528, -122.466805 37.79652, -122.46679 37.796505, -122.466774 37.796494, -122.46676 37.79649, -122.46675 37.796486, -122.46674 37.796486, -122.46673 37.796486, -122.46672 37.79649)"
3026,2799101,BAY SHORE BLVD,CESAR CHAVEZ ST,MARIN ST,CLASS I,1W,,,,N,0,,,Bayshore Blvd,0.1100862,2,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40353 37.74811, -122.40351 37.748455, -122.40341 37.74884, -122.403305 37.74918, -122.403275 37.749256, -122.403145 37.749332, -122.40294 37.749355, -122.402855 37.749474)"
1928,2799102,BAY SHORE BLVD,MARIN ST,JERROLD AVE,CLASS IV,1W,GREEN PAINT; GREEN-BACKED SHARROWS,SAFE-HIT POSTS,,N,0,,,Bayshore Blvd,0.02459982,2,,,2018,6,,SEPARATED BIKEWAY,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40355 37.747757, -122.40353 37.74811)"
2858,2799101,BAY SHORE BLVD,CESAR CHAVEZ ST,MARIN ST,CLASS I,1W,,,,S,1,,,Bayshore Blvd,0.1100862,2,,,,,,BIKE PATH,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40353 37.74811, -122.40351 37.748455, -122.40341 37.74884, -122.403305 37.74918, -122.403275 37.749256, -122.403145 37.749332, -122.40294 37.749355, -122.402855 37.749474)"
3450,2790000,BAY ST,BUCHANAN ST,WEBSTER ST,CLASS IV,2W,,BACK-IN ANGLED PARKING,,E,1,0,0,Bay St,0.09114884,25,1999,,2015,12,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43331 37.80305, -122.43496 37.80284)"
4114,2790000,BAY ST,BUCHANAN ST,WEBSTER ST,CLASS II,2W,,,,W,0,0,0,Bay St,0.09114884,25,1999,,2015,12,,BIKE LANE,1,YES,NO,NO,NO,NO,NO,"LINESTRING (-122.43331 37.80305, -122.43496 37.80284)"
2641,2789000,BAY ST,LAGUNA ST,BUCHANAN ST,CLASS IV,2W,,BACK-IN ANGLED PARKING,,E,1,0,0,Bay St,0.09136819,25,2002,,2015,12,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43166 37.80326, -122.43331 37.80305)"
1881,2791000,BAY ST,WEBSTER ST,FILLMORE ST,CLASS II,2W,,,,W,0,0,0,Bay St,0.09536987,25,1999,,2015,12,,BIKE LANE,1,YES,NO,NO,NO,NO,NO,"LINESTRING (-122.43496 37.80284, -122.43668 37.802624)"
336,2788000,BAY ST,OCTAVIA ST,LAGUNA ST,CLASS III,2W,,,,E,1,0,0,Bay St,0.09109753,32,0,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43003 37.803513, -122.43166 37.80326)"
2479,2789000,BAY ST,LAGUNA ST,BUCHANAN ST,CLASS II,2W,,,,W,0,0,0,Bay St,0.09136819,4,2002,,2015,12,,BIKE LANE,1,YES,NO,NO,NO,NO,NO,"LINESTRING (-122.43166 37.80326, -122.43331 37.80305)"
4691,2788000,BAY ST,OCTAVIA ST,LAGUNA ST,CLASS III,2W,,,,W,0,0,0,Bay St,0.09109753,4,0,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43003 37.803513, -122.43166 37.80326)"
1638,2791000,BAY ST,WEBSTER ST,FILLMORE ST,CLASS IV,2W,GREEN PAINT,BACK-IN ANGLED PARKING,,E,1,0,0,Bay St,0.09536987,4,1999,,2015,12,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.43496 37.80284, -122.43668 37.802624)"
2995,2801103,BAYSHORE BLVD,MARENGO ST,INDUSTRIAL ST,CLASS III,2W,,,,N,1,0,0,Bayshore Blvd,0.03485564,70,2012,,0,,,BIKE ROUTE,1,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.406975 37.73846, -122.4069 37.73796)"
2998,2824202,BAYSHORE BLVD,RAYMOND AV,LELAND AV,CLASS II,2W,,,,N,0,0,0,Bay Shore Blvd,0.0490298,5,2005,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40317 37.71179, -122.40358 37.711266, -122.40363 37.711185)"
1571,2825201,BAYSHORE BLVD,LELAND AV,VISITACION AV,CLASS II,2W,,,,S,1,0,0,Bay Shore Blvd,0.0623281,30,2002,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40363 37.711185, -122.40421 37.710403)"
410,2823102,BAYSHORE BLVD,BLANKEN AV,SAN BRUNO AV,CLASS II,2W,,,,N,0,0,0,Bay Shore Blvd,0.02538137,5,1998,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40201 37.7123, -122.40231 37.712223, -122.40244 37.712173)"
4932,2800102,BAYSHORE BLVD,FLOWER ST,CORTLAND AV,CLASS II,2W,,,,S,0,0,0,Bayshore Blvd,0.21874273,25,2012,,0,,,BIKE LANE,0,YES,NO,NO,NO,NO,YES,"LINESTRING (-122.40562 37.74249, -122.40604 37.741943, -122.406456 37.74137, -122.40677 37.740803, -122.40688 37.740273, -122.406944 37.73969, -122.40697 37.739563)"
3236,2823101,BAYSHORE BLVD,TUNNEL AV,BLANKEN AV,CLASS II,2W,,,,N,0,0,0,Bay Shore Blvd,0.09354024,770,2006,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40064 37.713055, -122.40069 37.713, -122.40087 37.712807, -122.401184 37.712585, -122.40159 37.712418, -122.40201 37.7123)"
3538,2806000,BAYSHORE BLVD,THORNTON AV,QUINT ST,CLASS IV,2W,,CONCRETE; SAFE-HIT POSTS,,S,0,0,0,Bayshore Blvd,0.05614585,25,2014,,2017,8,,SEPARATED BIKEWAY,0,NO,NO,NO,NO,NO,YES,"LINESTRING (-122.40339 37.73065, -122.40301 37.729897)"
596,2824202,BAYSHORE BLVD,RAYMOND AV,LELAND AV,CLASS II,2W,,,,S,1,0,0,Bay Shore Blvd,0.0490298,30,2005,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.40317 37.71179, -122.40358 37.711266, -122.40363 37.711185)"
1625,2808000,BAYSHORE BLVD,DONNER AV,BACON ST,CLASS II,2W,,,,N,1,0,0,Bayshore Blvd,0.09153527,25,2014,,0,,,BIKE LANE,0,YES,NO,NO,NO,NO,YES,"LINESTRING (-122.40274 37.72935, -122.4022 37.728096)"
512,2827201,BAYSHORE BLVD,SUNNYDALE AV,END:SOUTH,CLASS II,2W,,,,S,1,0,0,Bay Shore Blvd,0.03471084,5,2006,,0,,,BIKE LANE,0,NO,NO,NO,NO,NO,NO,"LINESTRING (-122.4051 37.708847, -122.4053 37.70837)"
